,The requested operation was succesfully.,,

12/03/2021 14:51:15,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

165/165/2165 45:165:85,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 14:55:33,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 14:56:34,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 14:58:35,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:01:36,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:02:37,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:04:38,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:05:39,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:06:39,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:07:40,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:08:40,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:10:41,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

165/165/2165 45:165:85,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:12:44,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:13:45,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

165/165/2165 45:165:85,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

165/165/2165 45:165:85,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:17:53,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:23:03,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:24:05,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:31:18,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:33:22,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:35:24,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:42:35,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:43:38,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:51:43,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:52:43,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 15:53:44,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 16:07:52,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 16:08:52,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

12/03/2021 16:09:52,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

00/00/2000 00:00:00,Register address,Register name,Register value
,0x0005,Current,25.66
,Magellan response,,
,The requested operation was succesfully.,,

